"","Kingdom","Phylum","Class","Order","Family","Genus","Species","Strain"
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Colidextribacter_NA.29","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter","NA.29",""
"Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_boum/thermophilum.1","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","boum/thermophilum.1",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.390","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.390",""
"Bacteria_Actinobacteriota_Actinobacteria_NA_NA_NA_NA.2","Bacteria","Actinobacteriota","Actinobacteria","NA","NA","NA","NA.2",""
"Bacteria_Actinobacteriota_Actinobacteria_Bifidobacteriales_Bifidobacteriaceae_NA_NA","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","NA","NA",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.72","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.72",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.389","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.389",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.391","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.391",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Coprococcus_NA.48","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","NA.48",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-010_NA.16","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010","NA.16",""
"Bacteria_Firmicutes_Bacilli_RF39_NA_NA_NA.12","Bacteria","Firmicutes","Bacilli","RF39","NA","NA","NA.12",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_NA_NA.51","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","NA","NA.51",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.390","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.390",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium sensu stricto 1_NA.58","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","NA.58",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.519","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.519",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_NA.175","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","NA.175",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.242","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.242",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] oxidoreducens group_NA.5","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] oxidoreducens group","NA.5",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Butyricicoccaceae_Butyricicoccus_NA.32","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","NA.32",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_[Eubacterium] coprostanoligenes group_NA_NA.161","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group","NA","NA.161",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae UCG-003_NA.7","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-003","NA.7",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Barnesiellaceae_Barnesiella_NA.1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA.1",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.294","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.294",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.374","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.374",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.375","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.375",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.520","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.520",""
"Bacteria_Firmicutes_Clostridia_Peptostreptococcales-Tissierellales_Murdochiella_NA_NA.14","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Murdochiella","NA","NA.14",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.243","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.243",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Oscillospira_NA.53","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillospira","NA.53",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.295","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.295",""
"Bacteria_Firmicutes_NA_NA_NA_NA_NA.12","Bacteria","Firmicutes","NA","NA","NA","NA","NA.12",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae UCG-003_NA.94","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-003","NA.94",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.122","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA.122",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.521","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.521",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.522","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.522",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_NA.201","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA.201",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.376","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.376",""
"Bacteria_Desulfobacterota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_NA.33","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","NA.33",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_[Eubacterium] eligens group_NA.11","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] eligens group","NA.11",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.124","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","NA","NA.124",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.392","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.392",""
"Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales_NA_NA_NA.72","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","NA","NA","NA.72",""
"Bacteria_Desulfobacterota_Desulfovibrionia_Desulfovibrionales_Desulfovibrionaceae_Mailhella_NA.6","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Mailhella","NA.6",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.73","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.73",""
"Bacteria_Firmicutes_Clostridia_NA_NA_NA_NA.23","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA.23",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Sarcina_ventriculi","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Sarcina","ventriculi",""
"Bacteria_Firmicutes_Clostridia_Hungateiclostridiaceae_Fastidiosipila_NA_NA.16","Bacteria","Firmicutes","Clostridia","Hungateiclostridiaceae","Fastidiosipila","NA","NA.16",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.523","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.523",""
"Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales_NA_NA_NA.73","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","NA","NA","NA.73",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.524","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.524",""
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA_NA.15","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA.15",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Lachnospiraceae NK4A136 group_NA.42","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK4A136 group","NA.42",""
"Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Corynebacteriaceae_Corynebacterium_NA.36","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","NA.36",""
"Bacteria_NA_NA_NA_NA_NA_NA.5","Bacteria","NA","NA","NA","NA","NA","NA.5",""
"Bacteria_Proteobacteria_Gammaproteobacteria_Burkholderiales_Chromobacteriaceae_Paludibacterium_NA","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Paludibacterium","NA",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.125","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","NA","NA.125",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerosphaera_taetra","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerosphaera","taetra",""
"Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_NA.19","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","NA.19",""
"Bacteria_Firmicutes_Negativicutes_Veillonellales-Selenomonadales_Selenomonadaceae_Mitsuokella_NA.22","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","Mitsuokella","NA.22",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Papillibacter_NA.5","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Papillibacter","NA.5",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.391","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.391",""
"Bacteria_Patescibacteria_Saccharimonadia_Saccharimonadales_Saccharimonadaceae_TM7a_NA.3","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","NA.3",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.123","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA.123",""
"Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Micrococcaceae_Enteractinococcus_helveticum/viverrae","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Enteractinococcus","helveticum/viverrae",""
"Bacteria_Spirochaetota_Spirochaetia_Spirochaetales_Spirochaetaceae_Treponema_NA.70","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema","NA.70",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.296","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.296",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.525","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.525",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-005_NA.198","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-005","NA.198",""
"Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae R-7 group_NA.204","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae R-7 group","NA.204",""
"Bacteria_Firmicutes_Negativicutes_Veillonellales-Selenomonadales_Veillonellaceae_Allisonella_NA.3","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Allisonella","NA.3",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.526","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.526",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.159","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","NA","NA.159",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.160","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","NA","NA.160",""
"Bacteria_Actinobacteriota_Actinobacteria_Micrococcales_Brevibacteriaceae_Brevibacterium_NA","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","NA",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Candidatus Soleaferrea_NA.19","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea","NA.19",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.527","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.527",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Cellulosilyticum_NA.16","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Cellulosilyticum","NA.16",""
"Bacteria_Firmicutes_Clostridia_Clostridia vadinBB60 group_NA_NA_NA.84","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","NA","NA","NA.84",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.161","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010","NA","NA.161",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_NA.202","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA.202",""
"Bacteria_Firmicutes_Clostridia_Monoglobales_Monoglobaceae_Monoglobus_NA.156","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus","NA.156",""
"Bacteria_Firmicutes_Negativicutes_Veillonellales-Selenomonadales_Veillonellaceae_Allisonella_NA.4","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Allisonella","NA.4",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidales RF16 group_NA_NA.9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales RF16 group","NA","NA.9",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.392","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.392",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Alloprevotella_NA.393","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA.393",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.528","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.528",""
"Bacteria_Firmicutes_Clostridia_Clostridia UCG-014_NA_NA_NA.529","Bacteria","Firmicutes","Clostridia","Clostridia UCG-014","NA","NA","NA.529",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae UCG-001_NA.47","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001","NA.47",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.244","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.244",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.393","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.393",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NA.377","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA.377",""
"Bacteria_Cyanobacteria_Vampirivibrionia_Gastranaerophilales_NA_NA_NA.74","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","NA","NA","NA.74",""
"Bacteria_Firmicutes_Bacilli_Staphylococcales_Gemellaceae_Gemella_haemolysans/sanguinis/taiwanensis","Bacteria","Firmicutes","Bacilli","Staphylococcales","Gemellaceae","Gemella","haemolysans/sanguinis/taiwanensis",""
"Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Aquamonas_NA.5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Aquamonas","NA.5",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.126","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","NA","NA.126",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Muribaculaceae_NA_NA.297","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","NA","NA.297",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NA.12","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA.12",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-002_NA.52","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","UCG-002","NA.52",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Faecalibacterium_NA.63","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Faecalibacterium","NA.63",""
"Bacteria_Firmicutes_Clostridia_NA_NA_NA_NA.24","Bacteria","Firmicutes","Clostridia","NA","NA","NA","NA.24",""
"Bacteria_Actinobacteriota_Actinobacteria_Corynebacteriales_Corynebacteriaceae_NA_NA","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","NA","NA",""
"Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacterales_Enterobacteriaceae_Aquamonas_NA.6","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Aquamonas","NA.6",""
"Bacteria_Firmicutes_Negativicutes_Acidaminococcales_Acidaminococcaceae_Phascolarctobacterium_NA.74","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","NA.74",""
"Bacteria_Fusobacteriota_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_NA_NA.1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","NA","NA.1",""
"Bacteria_Firmicutes_Negativicutes_Veillonellales-Selenomonadales_Selenomonadaceae_NA_NA.52","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Selenomonadaceae","NA","NA.52",""
"Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium sensu stricto 1_NA.59","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","NA.59",""
"Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotellaceae NK3B31 group_NA.394","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group","NA.394",""
"Bacteria_Firmicutes_Clostridia_Oscillospirales_[Eubacterium] coprostanoligenes group_NA_NA.162","Bacteria","Firmicutes","Clostridia","Oscillospirales","[Eubacterium] coprostanoligenes group","NA","NA.162",""
"Bacteria_Actinobacteriota_Coriobacteriia_Coriobacteriales_Eggerthellaceae_NA_NA.21","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA","NA.21",""
"Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_NA_NA.245","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","NA","NA.245",""
